"Titulo","Formato","Edition","discos","Director","Year","Genero","Observaciones","Localizacion"
"Mi vecino Totoro","Blu-Ray","Amaray Negro",1,"Hayao Miyazaki","1988","Animacion. Fantastico","Vertigo, Studio Ghibli. Edicion sencilla",""
